#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC10.fasta	contig00012	121934	123510	-	pUTI89_NC_007941	54970-56546/114230	.......=.......	0/0	1.38	99.18	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	1	111	-	pUTI89_NC_007941	3241-3351/114230	=..............	0/0	0.10	98.20	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	4439	4830	-	pUTI89_NC_007941	3669-4060/114230	=..............	0/0	0.34	99.49	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	16485	17195	-	pUTI89_NC_007941	17562-18275/114230	..=...../......	2/3	0.62	92.72	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	32867	33395	+	pUTI89_NC_007941	40457-40985/114230	.....=.........	0/0	0.46	96.60	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	44489	44812	+	pUTI89_NC_007941	14886-15209/114230	.=.............	0/0	0.28	98.46	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	59084	62073	+	pUTI89_NC_007941	44096-47051/114230	.....=../......	6/56	2.58	93.70	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	62093	62521	-	pUTI89_NC_007941	61292-61720/114230	........=......	0/0	0.38	99.07	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	62521	62695	-	pUTI89_NC_007941	59577-59752/114230	.......=/......	1/1	0.15	97.16	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00017	62687	62797	-	pUTI89_NC_007941	54970-55080/114230	.......=.......	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	981	4061	-	pUTI89_NC_007941	1-3104/114230	=......./......	15/51	2.68	91.08	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	4062	5969	-	pUTI89_NC_007941	112330-114230/114230	......../.....=	15/19	1.66	90.91	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	6012	14269	-	pUTI89_NC_007941	103117-111320/114230	......../....==	7/62	7.18	94.81	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	14325	20046	-	pUTI89_NC_007941	96601-102322/114230	......../...==.	12/40	4.99	91.67	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	20059	21163	-	pUTI89_NC_007941	95139-96243/114230	............=..	0/0	0.97	96.11	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	21231	23401	-	pUTI89_NC_007941	92631-94796/114230	......../...=..	2/5	1.90	91.71	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	23913	24975	-	pUTI89_NC_007941	91015-92077/114230	...........==..	0/0	0.93	95.48	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	25046	29686	-	pUTI89_NC_007941	85964-90609/114230	......../..==..	2/5	4.06	97.27	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	29792	30976	-	pUTI89_NC_007941	83704-84889/114230	......../..=...	1/1	1.04	94.94	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	30978	35358	-	pUTI89_NC_007941	79223-83598/114230	......../.==...	8/19	3.82	95.99	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	36346	36842	-	pUTI89_NC_007941	77908-78411/114230	......../.=....	3/11	0.43	81.62	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	37224	45253	-	pUTI89_NC_007941	69484-77516/114230	......../==....	36/119	6.98	92.84	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	45421	50195	-	pUTI89_NC_007941	64615-69363/114230	.......=/=.....	17/50	4.15	95.01	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00018	55191	55536	-	pUTI89_NC_007941	64240-64585/114230	.......=/......	4/4	0.30	87.36	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00022	3064	3781	-	pUTI89_NC_007941	51175-51892/114230	......=........	0/0	0.63	94.71	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00022	5040	5284	-	pUTI89_NC_007941	50152-50396/114230	......=./......	2/2	0.21	85.77	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00022	9464	10166	+	pUTI89_NC_007941	17619-18323/114230	..=...../......	3/8	0.61	94.21	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00022	11357	12085	-	pUTI89_NC_007941	51247-51980/114230	......=./......	2/5	0.64	95.37	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00022	11962	12257	-	pUTI89_NC_007941	44429-44725/114230	.....=../......	1/1	0.26	86.53	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00023	975	1352	-	pUTI89_NC_007941	2726-3104/114230	=......./......	2/3	0.33	92.37	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00024	1	109	+	pUTI89_NC_007941	3952-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00027	4385	4493	-	pUTI89_NC_007941	3952-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00030	1	541	+	pUTI89_NC_007941	18131-18676/114230	..=...../......	1/5	0.47	98.17	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00035	1	186	-	pUTI89_NC_007941	17562-17747/114230	..=............	0/0	0.16	98.39	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00035	258	840	-	pUTI89_NC_007941	16989-17571/114230	..=............	0/0	0.51	96.23	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00038	1	550	-	pUTI89_NC_007941	16991-17540/114230	..=............	0/0	0.48	97.09	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00042	140	597	+	pUTI89_NC_007941	54613-55080/114230	......=./......	2/12	0.40	96.80	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00043	1	111	-	pUTI89_NC_007941	17955-18065/114230	..=............	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00043	100	414	-	pUTI89_NC_007941	17562-17876/114230	..=............	0/0	0.28	98.09	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00043	486	591	-	pUTI89_NC_007941	17466-17571/114230	..=............	0/0	0.09	98.11	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00046	1	542	+	pUTI89_NC_007941	3241-3782/114230	=..............	0/0	0.47	99.26	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00048	1	483	-	pUTI89_NC_007941	17645-18129/114230	..=...../......	1/2	0.42	94.43	pUTI89		pUTI89_NC_007941	
MVC10.fasta	contig00057	141	251	+	pUTI89_NC_007941	3241-3351/114230	=..............	0/0	0.10	98.20	pUTI89		pUTI89_NC_007941	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC100.fasta	contig00001	451004	451719	+	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00001	520548	520743	+	pUTI89_NC_007941	34871-35066/114230	....=..........	0/0	0.17	99.49	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00003	439235	439413	+	pUTI89_NC_007941	40457-40636/114230	....=.../......	1/1	0.16	83.33	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00003	452604	452739	-	pUTI89_NC_007941	61364-61499/114230	........=......	0/0	0.12	91.91	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00003	452737	452947	-	pUTI89_NC_007941	36615-36825/114230	....=..........	0/0	0.18	99.53	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00007	211287	211379	+	pUTI89_NC_007941	36710-36801/114230	....=.../......	1/1	0.08	91.40	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00007	261724	263138	+	pUTI89_NC_007941	33430-34871/114230	....=.../......	9/29	1.24	83.51	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00007	263133	263779	+	pUTI89_NC_007941	36826-37472/114230	....=..........	0/0	0.57	84.85	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00020	1	111	+	pUTI89_NC_007941	36715-36825/114230	....=..........	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00020	1367	1577	-	pUTI89_NC_007941	41561-41771/114230	.....=.........	0/0	0.18	80.57	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00021	59928	60116	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00021	60113	60270	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00021	60271	60465	+	pUTI89_NC_007941	34872-35066/114230	....=..........	0/0	0.17	98.97	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00029	1	211	+	pUTI89_NC_007941	36615-36825/114230	....=..........	0/0	0.18	100.00	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00029	523	3401	-	pUTI89_NC_007941	37478-40345/114230	....=.../......	2/13	2.51	96.25	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00030	7459	7568	+	pUTI89_NC_007941	34872-34981/114230	....=..........	0/0	0.10	98.18	pUTI89		pUTI89_NC_007941	
MVC100.fasta	contig00036	1	1770	+	pUTI89_NC_007941	34956-36725/114230	....=..........	0/0	1.55	99.49	pUTI89		pUTI89_NC_007941	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC102.fasta	contig00001	233230	233945	-	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	78.83	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00003	358203	358457	+	pUTI89_NC_007941	37222-37476/114230	....=..........	0/0	0.22	86.67	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00005	1	111	-	pUTI89_NC_007941	3241-3351/114230	=..............	0/0	0.10	98.20	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00006	478	1676	-	pUTI89_NC_007941	112330-113526/114230	......../.....=	15/26	1.04	87.04	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00006	1719	8061	-	pUTI89_NC_007941	104978-111320/114230	.............==	0/0	5.55	98.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00006	8145	11730	-	pUTI89_NC_007941	101396-104993/114230	......../....=.	1/12	3.14	98.11	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00006	11928	16538	-	pUTI89_NC_007941	96583-101193/114230	............==.	0/0	4.04	92.47	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00008	35092	35366	-	pUTI89_NC_007941	40457-40732/114230	....=.../......	2/3	0.24	81.95	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00018	7692	8157	+	pUTI89_NC_007941	36361-36826/114230	....=.../......	4/6	0.41	83.80	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00019	60862	61040	+	pUTI89_NC_007941	40457-40636/114230	....=.../......	1/1	0.16	83.33	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00025	6323	8241	-	pUTI89_NC_007941	56523-58442/114230	......==/......	2/5	1.68	99.43	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00025	24280	24390	-	pUTI89_NC_007941	3950-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00026	18602	19385	+	pUTI89_NC_007941	57654-58437/114230	.......=.......	0/0	0.69	84.18	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00026	20037	20831	-	pUTI89_NC_007941	16196-16990/114230	..=............	0/0	0.70	95.22	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00026	20823	21163	+	pUTI89_NC_007941	32710-33050/114230	....=.../......	2/2	0.30	90.64	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00027	112	8210	-	pUTI89_NC_007941	66207-74204/114230	......../==....	33/161	6.98	92.90	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00027	8396	12785	-	pUTI89_NC_007941	61717-66089/114230	.......=/=.....	13/37	3.82	92.80	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00027	12782	13855	-	pUTI89_NC_007941	58515-59585/114230	.......=/......	1/3	0.94	95.06	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00027	18678	20437	-	pUTI89_NC_007941	50132-51891/114230	......=./......	2/2	1.54	92.62	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00028	1	180	-	pUTI89_NC_007941	33960-34139/114230	....=..........	0/0	0.16	92.22	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00028	11734	12264	+	pUTI89_NC_007941	40456-40986/114230	.....=.........	0/0	0.46	97.55	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00034	14105	14293	+	pUTI89_NC_007941	59615-59803/114230	.......=.......	0/0	0.17	89.42	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00034	14290	14447	+	pUTI89_NC_007941	61216-61371/114230	.......=/......	1/2	0.14	84.81	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00034	14448	14743	+	pUTI89_NC_007941	34872-35167/114230	....=..........	0/0	0.26	98.99	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00035	1	333	+	pUTI89_NC_007941	34539-34871/114230	....=..........	0/0	0.29	90.09	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00035	328	602	+	pUTI89_NC_007941	36826-37100/114230	....=..........	0/0	0.24	86.18	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00035	598	821	+	pUTI89_NC_007941	37249-37472/114230	....=..........	0/0	0.20	86.61	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00035	822	939	-	pUTI89_NC_007941	17784-17903/114230	..=...../......	1/2	0.10	85.83	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00036	8369	8691	+	pUTI89_NC_007941	14886-15209/114230	.=....../......	3/3	0.28	85.23	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00037	1	10690	+	pUTI89_NC_007941	36403-47051/114230	....==../......	2/43	9.32	98.57	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00037	11461	11802	+	pUTI89_NC_007941	47443-47782/114230	.....=../......	4/4	0.30	81.05	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00038	10869	11522	+	pUTI89_NC_007941	33421-34073/114230	....=.../......	3/3	0.57	81.53	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00039	1	11422	-	pUTI89_NC_007941	3951-15321/114230	==....../......	1/51	9.95	99.49	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00041	1	10746	-	pUTI89_NC_007941	16732-27496/114230	..==..../......	1/19	9.41	99.75	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00043	1	110	+	pUTI89_NC_007941	3951-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00043	10077	10186	+	pUTI89_NC_007941	3241-3350/114230	=..............	0/0	0.10	98.18	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00044	1	211	+	pUTI89_NC_007941	36615-36825/114230	....=..........	0/0	0.18	99.53	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00044	209	344	+	pUTI89_NC_007941	61364-61499/114230	........=......	0/0	0.12	91.91	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00046	156	397	+	pUTI89_NC_007941	308-550/114230	=......./......	1/1	0.21	92.18	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00046	810	1058	+	pUTI89_NC_007941	694-936/114230	=......./......	1/6	0.21	81.53	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00046	1237	3219	+	pUTI89_NC_007941	1125-3104/114230	=......./......	7/9	1.73	93.56	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00046	5898	6008	-	pUTI89_NC_007941	3950-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00047	1	110	+	pUTI89_NC_007941	3951-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00047	5724	5835	+	pUTI89_NC_007941	3240-3351/114230	=..............	0/0	0.10	98.21	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00049	1	300	-	pUTI89_NC_007941	19785-20084/114230	..=............	0/0	0.26	93.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00049	4337	4975	-	pUTI89_NC_007941	20092-20730/114230	..=............	0/0	0.56	95.31	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00049	5158	5268	-	pUTI89_NC_007941	19984-20094/114230	..=............	0/0	0.10	98.20	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00050	112	1623	-	pUTI89_NC_007941	78411-79929/114230	......../.=....	13/39	1.31	83.13	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00050	1624	4939	-	pUTI89_NC_007941	75021-78335/114230	......../.=....	4/7	2.90	96.53	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00054	1	2817	-	pUTI89_NC_007941	31323-34139/114230	....=..........	0/0	2.47	99.97	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00060	1	1514	-	pUTI89_NC_007941	15211-16724/114230	.==............	0/0	1.33	99.93	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00062	1	1457	+	pUTI89_NC_007941	35057-36513/114230	....=..........	0/0	1.28	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00071	1	184	+	pUTI89_NC_007941	37289-37472/114230	....=..........	0/0	0.16	99.46	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00072	1	782	-	pUTI89_NC_007941	3241-4022/114230	=..............	0/0	0.68	99.11	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00073	90	625	-	pUTI89_NC_007941	74204-74739/114230	......../.=....	6/10	0.46	92.98	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00076	1	629	+	pUTI89_NC_007941	34539-35167/114230	....=..........	0/0	0.55	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00077	1	611	-	pUTI89_NC_007941	34029-34649/114230	....=.../......	1/10	0.53	98.23	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00082	1	110	+	pUTI89_NC_007941	3951-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00085	272	382	+	pUTI89_NC_007941	3912-4022/114230	=..............	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00096	1	111	+	pUTI89_NC_007941	34761-34871/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00096	106	216	+	pUTI89_NC_007941	36826-36936/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00097	1	111	-	pUTI89_NC_007941	36590-36700/114230	....=..........	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00097	95	211	-	pUTI89_NC_007941	36403-36519/114230	....=..........	0/0	0.10	98.29	pUTI89		pUTI89_NC_007941	
MVC102.fasta	contig00102	1	206	+	pUTI89_NC_007941	16637-16842/114230	..=............	0/0	0.18	100.00	pUTI89		pUTI89_NC_007941	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC103.fasta	contig00001	449036	449146	-	pUTI89_NC_007941	37363-37472/114230	....=.../......	1/1	0.10	98.20	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00002	329829	330544	+	pUTI89_NC_007941	14171-14888/114230	.=....../......	2/2	0.63	80.08	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00007	241018	241128	+	pUTI89_NC_007941	33049-33159/114230	....=..........	0/0	0.10	99.10	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00013	1	114	+	pUTI89_NC_007941	37363-37475/114230	....=.../......	1/1	0.10	97.37	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00014	1	116	-	pUTI89_NC_007941	33043-33158/114230	....=..........	0/0	0.10	98.28	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00019	88569	88679	-	pUTI89_NC_007941	3950-4060/114230	=..............	0/0	0.10	100.00	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00022	39185	39249	-	pUTI89_NC_007941	74888-74952/114230	.........=.....	0/0	0.06	93.85	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00022	40068	40420	-	pUTI89_NC_007941	64467-64819/114230	.......=/......	2/2	0.31	96.33	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00022	41259	45146	-	pUTI89_NC_007941	69980-73866/114230	......../==....	5/11	3.40	87.62	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00022	45529	45587	-	pUTI89_NC_007941	66213-66271/114230	........=......	0/0	0.05	98.31	pUTI89		pUTI89_NC_007941	
MVC103.fasta	contig00022	45854	49942	-	pUTI89_NC_007941	61891-65980/114230	.......=/=.....	3/3	3.58	94.82	pUTI89		pUTI89_NC_007941	
