#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC10.fasta	contig00012	12421	12554	-	KU578032.1	106474-106606/143812	......../..=...	1/1	0.09	90.30	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00012	12552	12774	-	KU578032.1	103823-104046/143812	......../..=...	1/1	0.16	94.64	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00012	110737	110959	+	KU578032.1	103823-104046/143812	......../..=...	1/1	0.16	94.64	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00012	110957	111090	+	KU578032.1	106474-106606/143812	......../..=...	1/1	0.09	90.30	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00012	111929	115818	+	KU578032.1	94782-98684/143812	......../.=....	15/27	2.70	85.55	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00012	116196	116268	+	KU578032.1	93705-93777/143812	.........=.....	0/0	0.05	91.78	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00012	116527	117910	+	KU578032.1	102669-104046/143812	......../.==...	2/6	0.96	90.46	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00012	117908	118268	+	KU578032.1	106474-106833/143812	......../..=...	1/1	0.25	88.64	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00012	123400	123510	-	KU578032.1	127345-127455/143812	.............=.	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	1	111	+	KU578032.1	45814-45924/143812	....=..........	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	4439	4830	+	KU578032.1	45105-45496/143812	....=..........	0/0	0.27	99.75	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	8491	8709	-	KU578032.1	36999-37217/143812	...=...........	0/0	0.15	99.54	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	12406	14194	-	KU578032.1	37002-38790/143812	...==..........	0/0	1.24	99.94	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	14195	37120	-	KU578032.1	3309-26217/143812	===...../......	3/21	15.93	99.77	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	47067	47210	-	KU578032.1	1-144/143812	=..............	0/0	0.10	97.22	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	47211	52843	-	KU578032.1	138177-143812/143812	......../.....=	4/7	3.92	98.74	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	53651	53746	-	KU578032.1	137712-137807/143812	..............=	0/0	0.07	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00017	53744	62797	-	KU578032.1	127345-136401/143812	......../....==	6/7	6.29	98.95	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00018	1	1533	+	KU578032.1	35469-37001/143812	...=...........	0/0	1.07	99.61	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00018	1529	5971	+	KU578032.1	53278-57735/143812	.....=../......	11/31	3.08	96.71	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00018	6012	15252	+	KU578032.1	58743-67941/143812	.....==./......	3/48	6.39	97.17	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00018	15878	50530	+	KU578032.1	69799-104367/143812	......==/===...	59/182	24.00	97.05	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00018	53063	55909	+	KU578032.1	104360-107206/143812	..........==...	0/0	1.98	99.58	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00018	55644	58700	+	KU578032.1	106855-109911/143812	...........=...	0/0	2.13	99.05	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00022	1	193	-	KU578032.1	126777-126969/143812	.............=.	0/0	0.13	98.96	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00022	9464	10143	+	KU578032.1	23275-23953/143812	..=...../......	1/1	0.47	94.41	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00022	11962	12257	+	KU578032.1	130440-130736/143812	......../....=.	1/1	0.21	86.53	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00022	18311	18699	+	KU578032.1	85-476/143812	=......./......	1/3	0.27	97.45	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00022	18963	19087	+	KU578032.1	30418-30542/143812	...=...........	0/0	0.09	96.80	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00023	1	1359	+	KU578032.1	35469-36835/143812	...=..../......	3/8	0.94	94.81	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00024	1	111	-	KU578032.1	45103-45213/143812	....=..........	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00024	1193	5537	+	KU578032.1	26213-30542/143812	..=...../......	1/15	3.01	99.61	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00026	1	237	+	KU578032.1	34672-34908/143812	...=...........	0/0	0.16	98.31	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00026	4511	4621	+	KU578032.1	34904-35014/143812	...=...........	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00027	1	4143	-	KU578032.1	121975-126116/143812	......../...==.	1/1	2.88	99.93	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00027	4141	4387	+	KU578032.1	126006-126252/143812	.............=.	0/0	0.17	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00027	4381	4493	+	KU578032.1	45101-45213/143812	....=..........	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00030	1	2420	+	KU578032.1	32358-34782/143812	...=..../......	1/5	1.68	99.55	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00031	1	114	-	KU578032.1	126003-126116/143812	.............=.	0/0	0.08	99.12	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00031	2103	2213	-	KU578032.1	126667-126777/143812	.............=.	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00035	1	1173	-	KU578032.1	30928-32064/143812	...=..../......	1/36	0.79	91.99	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00038	1	849	-	KU578032.1	30928-31776/143812	...=...........	0/0	0.59	99.88	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00040	1	676	+	KU578032.1	34904-35579/143812	...=...........	0/0	0.47	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00041	1	607	+	KU578032.1	30432-31038/143812	...=...........	0/0	0.42	98.85	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00042	1	597	+	KU578032.1	126859-127455/143812	.............=.	0/0	0.42	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00043	1	591	-	KU578032.1	31702-32292/143812	...=...........	0/0	0.41	99.83	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00045	1	553	+	KU578032.1	109801-110353/143812	...........=...	0/0	0.38	99.82	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00046	1	542	-	KU578032.1	45383-45924/143812	....=..........	0/0	0.38	99.81	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00048	1	483	-	KU578032.1	23301-23783/143812	..=............	0/0	0.34	94.20	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00051	1	343	+	KU578032.1	34672-35014/143812	...=...........	0/0	0.24	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00054	1	274	+	KU578032.1	126696-126969/143812	.............=.	0/0	0.19	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00057	1	140	+	KU578032.1	110114-110253/143812	...........=...	0/0	0.10	99.29	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00057	140	251	-	KU578032.1	45814-45925/143812	....=..........	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00058	1	120	+	KU578032.1	109814-109932/143812	......../..=...	1/1	0.08	99.17	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC10.fasta	contig00058	118	228	-	KU578032.1	126668-126778/143812	.............=.	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC100.fasta	contig00001	506160	506262	-	KU578032.1	21235-21337/143812	..=............	0/0	0.07	95.15	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00001	506380	516934	-	KU578032.1	10691-21241/143812	.==...../......	5/8	7.34	98.54	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00001	519160	519335	-	KU578032.1	10211-10381/143812	==....../......	1/5	0.12	92.61	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00003	423975	424341	-	KU578032.1	136036-136401/143812	......../.....=	1/1	0.25	77.38	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00003	424343	424573	+	KU578032.1	69224-69454/143812	.......=.......	0/0	0.16	94.37	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00003	439235	439408	-	KU578032.1	7370-7544/143812	=......./......	1/1	0.12	82.29	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00003	452604	452739	-	KU578032.1	127693-127828/143812	.............=.	0/0	0.09	91.91	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00005	209817	213478	-	KU578032.1	122234-125892/143812	......../...==.	3/5	2.54	96.59	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00005	236522	237363	+	KU578032.1	7813-8630/143812	=......./......	10/32	0.57	87.59	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00007	258576	258665	-	KU578032.1	69366-69455/143812	.......=.......	0/0	0.06	90.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00007	261153	261221	-	KU578032.1	137739-137807/143812	..............=	0/0	0.05	92.75	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00007	263780	264046	-	KU578032.1	136035-136302/143812	......../.....=	2/3	0.18	75.09	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00016	73183	73455	-	KU578032.1	98434-98705/143812	......../.=....	1/1	0.19	75.46	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00020	27315	27447	-	KU578032.1	6222-6356/143812	=......./......	6/14	0.09	78.72	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00020	60333	60443	-	KU578032.1	137809-137919/143812	..............=	0/0	0.08	81.08	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00021	59928	60065	+	KU578032.1	127485-127621/143812	......../....=.	1/1	0.10	89.13	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC100.fasta	contig00021	60192	60270	+	KU578032.1	127622-127700/143812	.............=.	0/0	0.05	89.87	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
MVC102.fasta	contig00001	61093	64754	-	KU578032.1	122234-125892/143812	......../...==.	3/5	2.54	96.64	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00001	87726	88567	+	KU578032.1	7813-8630/143812	=......./......	10/32	0.57	87.59	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00001	692229	692339	-	KU578032.1	126666-126776/143812	.............=.	0/0	0.08	96.40	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00002	11264	11375	-	KU578032.1	30418-30529/143812	...=...........	0/0	0.08	99.11	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00002	11639	11982	-	KU578032.1	133-476/143812	=..............	0/0	0.24	99.13	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00003	81424	81696	-	KU578032.1	98434-98705/143812	......../.=....	1/1	0.19	75.46	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00005	1	111	+	KU578032.1	45814-45924/143812	....=..........	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00006	478	1678	+	KU578032.1	56533-57735/143812	.....=../......	5/6	0.83	94.52	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00006	1719	8061	+	KU578032.1	58743-65085/143812	.....==./......	5/8	4.41	95.19	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00006	8145	10021	+	KU578032.1	65070-66955/143812	......=./......	1/9	1.31	96.39	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00006	10804	11740	+	KU578032.1	67012-67949/143812	......=./......	1/1	0.65	97.76	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00006	12352	16519	+	KU578032.1	69799-73966/143812	......==/......	2/2	2.90	87.77	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00006	16565	17339	+	KU578032.1	109713-110487/143812	...........=...	0/0	0.54	92.90	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00007	229843	229953	-	KU578032.1	110376-110486/143812	...........=...	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00008	35092	35366	+	KU578032.1	7269-7544/143812	=......./......	2/3	0.19	80.87	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00011	173688	173797	-	KU578032.1	110377-110486/143812	...........=...	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00012	1	113	-	KU578032.1	137807-137918/143812	......../.....=	1/1	0.08	96.46	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00014	124715	124825	-	KU578032.1	126666-126776/143812	.............=.	0/0	0.08	96.40	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00018	1	110	-	KU578032.1	137809-137917/143812	......../.....=	1/1	0.08	96.36	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00019	60862	61035	-	KU578032.1	7370-7544/143812	=......./......	1/1	0.12	82.29	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00024	29339	29449	-	KU578032.1	110376-110486/143812	...........=...	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00025	24280	24390	+	KU578032.1	45105-45215/143812	....=..........	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00026	6645	16014	+	KU578032.1	110896-120265/143812	...........==..	0/0	6.52	96.64	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00026	19381	19973	-	KU578032.1	8541-9124/143812	=......./......	6/11	0.41	86.87	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00026	20037	21346	+	KU578032.1	136402-137711/143812	..............=	0/0	0.91	94.05	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00026	23568	23677	+	KU578032.1	126008-126117/143812	.............=.	0/0	0.08	100.00	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00027	112	4846	+	KU578032.1	94445-99164/143812	......../.=....	7/15	3.28	94.53	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00027	5100	8209	+	KU578032.1	99311-102421/143812	......../.=....	7/9	2.16	96.34	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00027	8423	9891	+	KU578032.1	102591-104046/143812	......../.==...	6/15	1.01	90.07	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00027	9889	10249	+	KU578032.1	106474-106833/143812	......../..=...	1/1	0.25	89.47	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00027	13963	16772	+	KU578032.1	106845-109659/143812	......../..=...	3/7	1.95	92.12	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00027	22757	22934	-	KU578032.1	126601-126778/143812	.............=.	0/0	0.12	99.44	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00028	11734	13065	-	KU578032.1	6214-7545/143812	=..............	0/0	0.93	95.72	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00031	1	111	-	KU578032.1	137809-137918/143812	......../.....=	1/1	0.08	96.40	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00031	20290	20400	+	KU578032.1	137808-137917/143812	......../.....=	1/1	0.08	96.40	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00034	14105	14242	+	KU578032.1	127485-127621/143812	......../....=.	1/1	0.10	89.86	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00034	14369	14447	+	KU578032.1	127622-127700/143812	.............=.	0/0	0.05	89.87	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00035	822	939	-	KU578032.1	23440-23557/143812	..=............	0/0	0.08	90.68	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00035	2663	2840	+	KU578032.1	137538-137715/143812	..............=	0/0	0.12	96.07	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00035	2871	2939	-	KU578032.1	134192-134260/143812	.............==	0/0	0.05	95.65	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
MVC102.fasta	contig00035	2935	3708	-	KU578032.1	126007-126780/143812	.............=.	0/0	0.54	90.57	pCERC4		KU578032.1 Escherichia coli plasmid pCERC4 complete sequence	
